SCHOOLJAAR 2011-2012 IN HET VO (peildatum 1 oktober 2011);;;;;;;SCHOOLJAAR 2012-2013 IN HET HO (peildatum 1 oktober 2012);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
00AH;7;153;Enschede;vwo;diploma;ec/maat;21PC;wo;economie;14;Groningen;1
00AH;7;153;Enschede;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;153;Enschede;1
00AH;7;153;Enschede;vwo;diploma;ec/maat;21PH;wo;economie;153;Enschede;1
00AH;7;153;Enschede;vwo;diploma;ec/maat;21PH;wo;gedrag en maatschappij;153;Enschede;1
00AH;7;153;Enschede;vwo;diploma;ec/maat;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
00AH;7;153;Enschede;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
00AH;7;153;Enschede;vwo;diploma;nat/tech & nat/gezond;21PB;wo;recht;546;Leiden;1
00AH;7;153;Enschede;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
00AH;7;153;Enschede;vwo;diploma;nat/tech & nat/gezond;21PC;wo;recht;14;Groningen;1
00AH;7;153;Enschede;vwo;diploma;nat/tech & nat/gezond;21PE;wo;gezondheidszorg;599;Rotterdam;1
00AH;7;153;Enschede;vwo;diploma;nat/tech & nat/gezond;21PH;wo;techniek;153;Enschede;3
00AH;7;153;Enschede;vwo;diploma;nat/tech & nat/gezond;21PH;wo;gezondheidszorg;153;Enschede;1
00AH;7;153;Enschede;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;1
00AH;7;153;Enschede;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gezondheidszorg;363;Amsterdam;1
00AH;7;153;Enschede;vwo;diploma;nat/tech & nat/gezond;21PM;wo;economie;268;Nijmegen;1
00AH;7;153;Enschede;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;14;Groningen;1
00AH;7;153;Enschede;vwo;diploma;ec/maat & cul/maat;21PH;wo;economie;153;Enschede;1
00AQ;0;1714;Sluis;vwo;diploma;nat/tech;21PD;wo;sectoroverstijgend;687;Middelburg;1
00AQ;0;1714;Sluis;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;4
00AQ;0;1714;Sluis;vwo;diploma;nat/gezond;21PK;wo;gezondheidszorg;437;Ouder-Amstel;1
00AQ;0;1714;Sluis;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;1
00AQ;0;1714;Sluis;vwo;diploma;ec/maat;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
00AQ;0;1714;Sluis;vwo;diploma;ec/maat;21PN;wo;gedrag en maatschappij;855;Tilburg;1
00AQ;0;1714;Sluis;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;344;Utrecht;1
00AQ;0;1714;Sluis;vwo;diploma;cul/maat;21PM;wo;recht;268;Nijmegen;1
00AQ;0;1714;Sluis;vwo;diploma;ec/maat & cul/maat;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech;21PF;wo;techniek;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech;21PF;wo;techniek;1672;Rijnwoude;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PB;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PE;wo;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PE;wo;economie;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PE;wo;economie;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;627;Waddinxveen;2
00BD;0;627;Waddinxveen;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;595;Reeuwijk;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PB;wo;recht;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;627;Waddinxveen;2
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PB;wo;taal en cultuur;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PE;wo;economie;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PE;wo;economie;627;Waddinxveen;3
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PE;wo;economie;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PL;wo;natuur;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat;21PL;wo;economie;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PE;wo;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PE;wo;economie;627;Waddinxveen;2
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;499;Boskoop;2
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;Waddinxveen;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PB;wo;recht;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PB;wo;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;637;Zoetermeer;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PE;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PE;wo;gedrag en maatschappij;599;Rotterdam;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PI;wo;landbouw en natuurlijke omgeving;228;Ede;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;627;Waddinxveen;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PL;wo;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;Waddinxveen;vwo;diploma;ec/maat & cul/maat;21PN;wo;economie;855;Tilburg;1
00CB;0;268;Nijmegen;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
00CB;0;268;Nijmegen;vwo;diploma;nat/tech;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
00CB;0;268;Nijmegen;vwo;diploma;nat/tech;21PM;wo;natuur;268;Nijmegen;1
00CB;0;268;Nijmegen;vwo;diploma;ec/maat;21PE;wo;gedrag en maatschappij;502;Capelle aan den IJssel;1
00CB;0;268;Nijmegen;vwo;diploma;ec/maat;21PM;wo;economie;268;Nijmegen;1
00CB;1;355;Zeist;vwo;diploma;nat/tech;21PD;wo;natuur;1581;Utrechtse Heuvelrug;1
00CB;1;355;Zeist;vwo;diploma;nat/tech;21PD;wo;gezondheidszorg;355;Zeist;1
00CB;1;355;Zeist;vwo;diploma;nat/tech;21PD;wo;economie;355;Zeist;1
00CB;1;355;Zeist;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
00CB;1;355;Zeist;vwo;diploma;ec/maat;21PD;wo;economie;344;Utrecht;1
00CB;1;355;Zeist;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;355;Zeist;1
00CB;1;355;Zeist;vwo;diploma;ec/maat;21PK;wo;recht;310;De Bilt;1
00CB;1;355;Zeist;vwo;diploma;cul/maat;21PD;wo;sectoroverstijgend;344;Utrecht;1
00CB;1;355;Zeist;vwo;diploma;cul/maat;21PD;wo;recht;344;Utrecht;1
00CB;1;355;Zeist;vwo;diploma;cul/maat;21PL;wo;gezondheidszorg;363;Amsterdam;1
00CB;1;355;Zeist;vwo;diploma;cul/maat;21PL;wo;gedrag en maatschappij;363;Amsterdam;1
00CB;2;772;Eindhoven;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;1
00CB;2;772;Eindhoven;vwo;diploma;nat/tech;21PH;wo;techniek;772;Eindhoven;1
00CB;2;772;Eindhoven;vwo;diploma;nat/gezond;21PD;wo;gedrag en maatschappij;344;Utrecht;1
00CB;2;772;Eindhoven;vwo;diploma;nat/gezond;21PJ;wo;gedrag en maatschappij;935;Maastricht;2
00CB;2;772;Eindhoven;vwo;diploma;nat/gezond;21PM;wo;natuur;772;Eindhoven;1
00CB;2;772;Eindhoven;vwo;diploma;ec/maat;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
00CB;2;772;Eindhoven;vwo;diploma;ec/maat;21PN;wo;economie;772;Eindhoven;2
00CB;2;772;Eindhoven;vwo;diploma;cul/maat;21PB;wo;taal en cultuur;855;Tilburg;1
00DI;2;22;Leek;vwo;diploma;nat/tech;21PC;wo;natuur;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;natuur;15;Grootegast;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;85;Ooststellingwerf;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;gedrag en maatschappij;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PC;wo;taal en cultuur;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;355;Zeist;1
00DI;2;22;Leek;vwo;diploma;ec/maat;21PC;wo;economie;25;Marum;1
00DI;2;22;Leek;vwo;diploma;ec/maat;21PC;wo;recht;22;Leek;1
00DI;2;22;Leek;vwo;diploma;ec/maat;21PC;wo;gedrag en maatschappij;22;Leek;1
00DI;2;22;Leek;vwo;diploma;ec/maat;21PC;wo;taal en cultuur;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;cul/maat;21PC;wo;taal en cultuur;25;Marum;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;15;Grootegast;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;25;Marum;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;natuur;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;techniek;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;techniek;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;22;Leek;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;25;Marum;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PC;wo;taal en cultuur;1699;Noordenveld;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;1926;Pijnacker-Nootdorp;1
00DI;2;22;Leek;vwo;diploma;nat/tech & nat/gezond;21PH;wo;techniek;153;Enschede;1
00DI;2;22;Leek;vwo;diploma;ec/maat & cul/maat;21PC;wo;recht;22;Leek;1
00DI;2;22;Leek;vwo;diploma;ec/maat & cul/maat;21PC;wo;recht;25;Marum;1
00DI;2;22;Leek;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;14;Groningen;1
00DI;2;22;Leek;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;22;Leek;2
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech;21PB;wo;natuur;603;Rijswijk;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/gezond;21PB;wo;natuur;518;s-Gravenhage;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/gezond;21PB;wo;gezondheidszorg;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/gezond;21PB;wo;recht;546;Leiden;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/gezond;21PB;wo;taal en cultuur;1926;Pijnacker-Nootdorp;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;1926;Pijnacker-Nootdorp;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;2
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PB;wo;recht;518;s-Gravenhage;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PB;wo;taal en cultuur;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PE;wo;economie;518;s-Gravenhage;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PE;wo;economie;603;Rijswijk;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PE;wo;economie;637;Zoetermeer;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PE;wo;economie;1783;Westland;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PE;wo;economie;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PE;wo;economie;1926;Pijnacker-Nootdorp;2
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;cul/maat;21PB;wo;gedrag en maatschappij;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;natuur;547;Leiderdorp;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gezondheidszorg;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PE;wo;gezondheidszorg;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;603;Rijswijk;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;1926;Pijnacker-Nootdorp;2
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;772;Eindhoven;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;nat/tech & nat/gezond;21PH;wo;techniek;153;Enschede;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PB;wo;recht;1916;Leidschendam-Voorburg;2
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PB;wo;taal en cultuur;1916;Leidschendam-Voorburg;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PB;wo;taal en cultuur;1926;Pijnacker-Nootdorp;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PE;wo;gezondheidszorg;1926;Pijnacker-Nootdorp;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;603;Rijswijk;1
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;1916;Leidschendam-Voorburg;2
00HI;0;1916;Leidschendam-Voorburg;vwo;diploma;ec/maat & cul/maat;21PE;wo;economie;1926;Pijnacker-Nootdorp;1
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech;21PB;wo;gedrag en maatschappij;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;1
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech;21PK;wo;taal en cultuur;394;Haarlemmermeer;2
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/gezond;21PB;wo;gedrag en maatschappij;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;ec/maat;21PB;wo;recht;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;394;Haarlemmermeer;3
00IP;0;394;Haarlemmermeer;vwo;diploma;ec/maat;21PL;wo;economie;394;Haarlemmermeer;3
00IP;0;394;Haarlemmermeer;vwo;diploma;ec/maat;21PL;wo;gedrag en maatschappij;394;Haarlemmermeer;2
00IP;0;394;Haarlemmermeer;vwo;diploma;ec/maat;21PL;wo;taal en cultuur;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;cul/maat;21PB;wo;recht;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech & nat/gezond;21PB;wo;natuur;394;Haarlemmermeer;2
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech & nat/gezond;21PB;wo;gedrag en maatschappij;394;Haarlemmermeer;2
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;394;Haarlemmermeer;2
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gezondheidszorg;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech & nat/gezond;21PL;wo;natuur;394;Haarlemmermeer;2
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;394;Haarlemmermeer;7
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech & nat/gezond;21PL;wo;economie;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gedrag en maatschappij;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;ec/maat & cul/maat;21PB;wo;taal en cultuur;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;ec/maat & cul/maat;21PK;wo;gedrag en maatschappij;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;ec/maat & cul/maat;21PL;wo;economie;394;Haarlemmermeer;1
00IP;0;394;Haarlemmermeer;vwo;diploma;ec/maat & cul/maat;21PL;wo;gedrag en maatschappij;394;Haarlemmermeer;3
00JR;0;606;Schiedam;vwo;diploma;nat/tech;21PE;wo;economie;606;Schiedam;6
00JR;0;606;Schiedam;vwo;diploma;nat/tech;21PF;wo;techniek;606;Schiedam;4
00JR;0;606;Schiedam;vwo;diploma;nat/tech;21PF;wo;techniek;1926;Pijnacker-Nootdorp;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PB;wo;natuur;606;Schiedam;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PB;wo;gezondheidszorg;606;Schiedam;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PD;wo;natuur;344;Utrecht;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PD;wo;gedrag en maatschappij;606;Schiedam;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PE;wo;gezondheidszorg;599;Rotterdam;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PE;wo;gezondheidszorg;606;Schiedam;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PE;wo;economie;606;Schiedam;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PE;wo;recht;606;Schiedam;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PE;wo;gedrag en maatschappij;606;Schiedam;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
00JR;0;606;Schiedam;vwo;diploma;nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;622;Vlaardingen;1
00JR;0;606;Schiedam;vwo;diploma;ec/maat;21PB;wo;recht;606;Schiedam;2
00JR;0;606;Schiedam;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
00JR;0;606;Schiedam;vwo;diploma;ec/maat;21PE;wo;gezondheidszorg;606;Schiedam;1
00JR;0;606;Schiedam;vwo;diploma;ec/maat;21PE;wo;gezondheidszorg;622;Vlaardingen;1
00JR;0;606;Schiedam;vwo;diploma;ec/maat;21PE;wo;economie;606;Schiedam;6
