00AQ;0;1714;SLUIS;havo;diploma;cul/maat;HEERLEN;HBO;economie;935;Maastricht;1
00AQ;0;1714;SLUIS;havo;diploma;cul/maat;ARNHEM;HBO;gedrag en maatschappij;828;Oss;1
00AQ;0;1714;SLUIS;havo;diploma;cul/maat;S GRAVENHAGE;HBO;economie;518;s-Gravenhage;1
00AQ;0;1714;SLUIS;havo;diploma;cul/maat;EINDHOVEN;HBO;economie;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;cul/maat;EINDHOVEN;HBO;onderwijs;855;Tilburg;1
00AQ;0;1714;SLUIS;havo;diploma;cul/maat;EINDHOVEN;HBO;onderwijs;1714;Sluis;3
00AQ;0;1714;SLUIS;havo;diploma;nat/tech & nat/gezond;S HERTOGENBOSCH;HBO;landbouw en natuurlijke omgeving;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech & nat/gezond;VLISSINGEN;HBO;gezondheidszorg;715;Terneuzen;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech & nat/gezond;VLISSINGEN;HBO;gezondheidszorg;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech & nat/gezond;VLISSINGEN;HBO;techniek;715;Terneuzen;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech & nat/gezond;VLISSINGEN;HBO;techniek;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech & nat/gezond;S GRAVENHAGE;HBO;gezondheidszorg;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech & nat/gezond;EINDHOVEN;HBO;onderwijs;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech & nat/gezond;EINDHOVEN;HBO;techniek;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;nat/tech & nat/gezond;EDE;HBO;landbouw en natuurlijke omgeving;303;Dronten;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat & cul/maat;VLISSINGEN;HBO;gedrag en maatschappij;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat & cul/maat;ROTTERDAM;HBO;onderwijs;1714;Sluis;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat & cul/maat;EINDHOVEN;HBO;economie;715;Terneuzen;1
00AQ;0;1714;SLUIS;havo;diploma;ec/maat & cul/maat;EINDHOVEN;HBO;economie;855;Tilburg;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/tech;DELFT;WO;techniek;1714;Sluis;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/gezond;MAASTRICHT;WO;gezondheidszorg;935;Maastricht;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/gezond;AMSTERDAM;WO;gezondheidszorg;394;Haarlemmermeer;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/gezond;NIJMEGEN;WO;natuur;1714;Sluis;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/gezond;TILBURG;WO;gedrag en maatschappij;1714;Sluis;1
00AQ;0;1714;SLUIS;vwo;diploma;ec/maat;AMSTERDAM;WO;economie;384;Diemen;1
00AQ;0;1714;SLUIS;vwo;diploma;ec/maat;TILBURG;WO;economie;855;Tilburg;1
00AQ;0;1714;SLUIS;vwo;diploma;ec/maat;TILBURG;WO;gedrag en maatschappij;1714;Sluis;1
00AQ;0;1714;SLUIS;vwo;diploma;ec/maat;TILBURG;WO;recht;855;Tilburg;1
00AQ;0;1714;SLUIS;vwo;diploma;ec/maat;TILBURG;WO;recht;1714;Sluis;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/tech & nat/gezond;UTRECHT;WO;gezondheidszorg;1714;Sluis;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/tech & nat/gezond;DELFT;WO;techniek;503;Delft;2
00AQ;0;1714;SLUIS;vwo;diploma;nat/tech & nat/gezond;DELFT;WO;techniek;518;s-Gravenhage;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/tech & nat/gezond;DELFT;WO;techniek;1714;Sluis;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/tech & nat/gezond;WAGENINGEN;WO;landbouw en natuurlijke omgeving;289;Wageningen;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/tech & nat/gezond;AMSTERDAM;WO;gezondheidszorg;363;Amsterdam;1
00AQ;0;1714;SLUIS;vwo;diploma;nat/tech & nat/gezond;NIJMEGEN;WO;natuur;1714;Sluis;2
00AQ;0;1714;SLUIS;vwo;diploma;ec/maat & cul/maat;ROTTERDAM;WO;gedrag en maatschappij;599;Rotterdam;1
00AQ;0;1714;SLUIS;vwo;diploma;ec/maat & cul/maat;ROTTERDAM;WO;recht;1714;Sluis;1
00AQ;0;1714;SLUIS;vwo;diploma;ec/maat & cul/maat;TILBURG;WO;economie;855;Tilburg;1
00AQ;0;1714;SLUIS;vwo;diploma;ec/maat & cul/maat;TILBURG;WO;sectoroverstijgend;855;Tilburg;1
00BD;0;627;WADDINXVEEN;havo;geen diploma;nat/gezond;ROTTERDAM;HBO;gezondheidszorg;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/tech;ROTTERDAM;HBO;techniek;563;Moordrecht;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/tech;ROTTERDAM;HBO;techniek;627;Waddinxveen;2
00BD;0;627;WADDINXVEEN;havo;diploma;nat/tech;ROTTERDAM;HBO;techniek;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/tech;S GRAVENHAGE;HBO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;UTRECHT;HBO;onderwijs;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;LEIDEN;HBO;economie;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;LEIDEN;HBO;onderwijs;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;LEIDEN;HBO;techniek;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;LEIDEN;HBO;techniek;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;nat/gezond;ROTTERDAM;HBO;gezondheidszorg;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;UTRECHT;HBO;onderwijs;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;LEIDEN;HBO;economie;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;LEIDEN;HBO;economie;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;LEIDEN;HBO;gedrag en maatschappij;595;Reeuwijk;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;LEIDEN;HBO;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;LEIDEN;HBO;onderwijs;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;ROTTERDAM;HBO;economie;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;ROTTERDAM;HBO;economie;627;Waddinxveen;5
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;ROTTERDAM;HBO;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;ROTTERDAM;HBO;gedrag en maatschappij;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;ROTTERDAM;HBO;techniek;627;Waddinxveen;2
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;ROTTERDAM;HBO;techniek;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;S GRAVENHAGE;HBO;economie;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;S GRAVENHAGE;HBO;economie;627;Waddinxveen;2
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;S GRAVENHAGE;HBO;economie;1666;Zevenhuizen-Moerkapelle;2
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;S GRAVENHAGE;HBO;economie;1672;Rijnwoude;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;S GRAVENHAGE;HBO;gedrag en maatschappij;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;ec/maat;S GRAVENHAGE;HBO;gedrag en maatschappij;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;LEIDEN;HBO;gedrag en maatschappij;627;Waddinxveen;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;LEIDEN;HBO;gedrag en maatschappij;1666;Zevenhuizen-Moerkapelle;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;LEIDEN;HBO;gezondheidszorg;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;ROTTERDAM;HBO;economie;499;Boskoop;1
00BD;0;627;WADDINXVEEN;havo;diploma;cul/maat;ROTTERDAM;HBO;gedrag en maatschappij;627;Waddinxveen;1
