SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET HO (peildatum 1 oktober 2014);;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PN;WO;economie;823;Oirschot;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PN;WO;economie;855;Tilburg;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PN;WO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PN;WO;recht;753;Best;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;25DW;HBO;economie;846;Sint-Oedenrode;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;30GB;HBO;gezondheidszorg;753;Best;1
16SK;0;299;ZEVENAAR;havo;geen diploma;ec/maat;25KB;HBO;economie;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech;25DW;HBO;onderwijs;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech;25KB;HBO;gezondheidszorg;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech;25KB;HBO;techniek;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech;25KB;HBO;techniek;226;Duiven;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech;25KB;HBO;techniek;299;Zevenaar;2
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech;25KB;HBO;techniek;1955;Montferland;4
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond;07GR;HBO;techniek;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond;23AH;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond;23AH;HBO;economie;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond;25KB;HBO;gedrag en maatschappij;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond;25KB;HBO;onderwijs;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond;25KB;HBO;techniek;299;Zevenaar;3
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond;25KB;HBO;techniek;1955;Montferland;2
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;80;Leeuwarden;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;00MF;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;09OT;HBO;onderwijs;299;Zevenaar;2
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;23AH;HBO;economie;74;Heerenveen;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;23AH;HBO;economie;226;Duiven;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;23AH;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;23AH;HBO;gedrag en maatschappij;202;Arnhem;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25BA;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25BE;HBO;economie;14;Groningen;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;economie;196;Rijnwaarden;6
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;economie;226;Duiven;2
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;economie;268;Nijmegen;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;economie;299;Zevenaar;16
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;economie;1955;Montferland;5
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;221;Doesburg;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;241;Groesbeek;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;299;Zevenaar;2
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;1955;Montferland;2
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;gezondheidszorg;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;gezondheidszorg;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;onderwijs;1955;Montferland;2
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;techniek;196;Rijnwaarden;2
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;25KB;HBO;techniek;299;Zevenaar;2
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;27PZ;HBO;gedrag en maatschappij;392;Haarlem;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat;30GB;HBO;economie;226;Duiven;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;09OT;HBO;onderwijs;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;21UI;HBO;economie;758;Breda;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;23AH;HBO;economie;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;23AH;HBO;gedrag en maatschappij;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;25JX;HBO;economie;935;Maastricht;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;25KB;HBO;economie;196;Rijnwaarden;2
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;25KB;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;25KB;HBO;gedrag en maatschappij;226;Duiven;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;25KB;HBO;gedrag en maatschappij;299;Zevenaar;3
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;25KB;HBO;gezondheidszorg;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;25KB;HBO;onderwijs;299;Zevenaar;2
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;27NF;HBO;onderwijs;226;Duiven;1
16SK;0;299;ZEVENAAR;havo;diploma;cul/maat;27NF;HBO;onderwijs;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;21WN;HBO;techniek;93;Terschelling;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;23AH;HBO;techniek;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;25KB;HBO;gezondheidszorg;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;25KB;HBO;onderwijs;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;25KB;HBO;techniek;196;Rijnwaarden;3
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;25KB;HBO;techniek;226;Duiven;2
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;25KB;HBO;techniek;293;Westervoort;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;25KB;HBO;techniek;299;Zevenaar;6
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;25KB;HBO;techniek;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/tech & nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;havo;diploma;nat/gezond & ec/maat;21CW;HBO;landbouw en natuurlijke omgeving;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;09OT;HBO;onderwijs;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25DW;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25DW;HBO;gedrag en maatschappij;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25KB;HBO;economie;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25KB;HBO;economie;226;Duiven;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25KB;HBO;economie;268;Nijmegen;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25KB;HBO;economie;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25KB;HBO;gedrag en maatschappij;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25KB;HBO;gezondheidszorg;299;Zevenaar;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25KB;HBO;gezondheidszorg;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25KB;HBO;onderwijs;299;Zevenaar;4
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;25KB;HBO;techniek;1955;Montferland;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;27PZ;HBO;economie;392;Haarlem;1
16SK;0;299;ZEVENAAR;havo;diploma;ec/maat & cul/maat;30HD;HBO;landbouw en natuurlijke omgeving;226;Duiven;1
16SK;0;299;ZEVENAAR;vwo;geen diploma;nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;geen diploma;ec/maat;25KB;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;geen diploma;ec/maat & cul/maat;25KB;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech;21PH;WO;techniek;153;Enschede;4
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech;21PI;WO;landbouw en natuurlijke omgeving;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech;21PI;WO;landbouw en natuurlijke omgeving;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech;21PI;WO;landbouw en natuurlijke omgeving;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech;23AH;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech;25KB;HBO;techniek;196;Rijnwaarden;2
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21MI;HBO;gezondheidszorg;718;Vlissingen;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PD;WO;gedrag en maatschappij;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PD;WO;gedrag en maatschappij;344;Utrecht;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PD;WO;natuur;344;Utrecht;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PE;WO;economie;226;Duiven;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;289;Wageningen;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PM;WO;gedrag en maatschappij;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PM;WO;gedrag en maatschappij;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PM;WO;gezondheidszorg;299;Zevenaar;2
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;21PM;WO;recht;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond;25DW;HBO;onderwijs;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat;21PI;WO;landbouw en natuurlijke omgeving;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat;21PI;WO;landbouw en natuurlijke omgeving;1955;Montferland;2
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat;21PM;WO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat;21PM;WO;economie;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat;21PM;WO;gedrag en maatschappij;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat;21PM;WO;taal en cultuur;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat;21PM;WO;taal en cultuur;299;Zevenaar;2
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat;21PN;WO;economie;855;Tilburg;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat;21UI;HBO;economie;855;Tilburg;1
16SK;0;299;ZEVENAAR;vwo;diploma;cul/maat;21PD;WO;taal en cultuur;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;cul/maat;21PM;WO;gedrag en maatschappij;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;cul/maat;21PM;WO;taal en cultuur;0;Onbekend;1
16SK;0;299;ZEVENAAR;vwo;diploma;cul/maat;21PM;WO;taal en cultuur;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;cul/maat;25KB;HBO;techniek;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gedrag en maatschappij;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PD;WO;gezondheidszorg;344;Utrecht;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PD;WO;natuur;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PD;WO;sectoroverstijgend;344;Utrecht;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PH;WO;gezondheidszorg;153;Enschede;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PH;WO;gezondheidszorg;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PH;WO;techniek;153;Enschede;5
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;196;Rijnwaarden;3
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;228;Ede;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;299;Zevenaar;3
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PI;WO;landbouw en natuurlijke omgeving;1955;Montferland;2
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PM;WO;gedrag en maatschappij;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PM;WO;gezondheidszorg;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PM;WO;gezondheidszorg;1955;Montferland;2
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;21PM;WO;natuur;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/tech & nat/gezond;23AH;HBO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond & ec/maat;21PI;WO;landbouw en natuurlijke omgeving;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;nat/gezond & ec/maat;21PM;WO;gedrag en maatschappij;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PC;WO;taal en cultuur;14;Groningen;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PD;WO;natuur;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PD;WO;sectoroverstijgend;196;Rijnwaarden;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PL;WO;gezondheidszorg;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PM;WO;economie;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PM;WO;economie;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PM;WO;recht;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PM;WO;taal en cultuur;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PM;WO;taal en cultuur;1955;Montferland;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;21PN;WO;gedrag en maatschappij;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;25KB;HBO;gezondheidszorg;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;25KB;HBO;onderwijs;299;Zevenaar;1
16SK;0;299;ZEVENAAR;vwo;diploma;ec/maat & cul/maat;27NF;HBO;taal en cultuur;1955;Montferland;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech;22OJ;HBO;techniek;599;Rotterdam;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech;25JX;HBO;techniek;917;Heerlen;3
16SL;0;917;HEERLEN;havo;diploma;nat/gezond;25JX;HBO;economie;899;Brunssum;1
16SL;0;917;HEERLEN;havo;diploma;nat/gezond;25JX;HBO;gezondheidszorg;899;Brunssum;4
16SL;0;917;HEERLEN;havo;diploma;nat/gezond;25JX;HBO;gezondheidszorg;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;nat/gezond;25JX;HBO;techniek;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;nat/gezond;30GB;HBO;gedrag en maatschappij;881;Onderbanken;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;07GR;HBO;economie;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;07GR;HBO;economie;1883;Sittard-Geleen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;21UI;HBO;economie;758;Breda;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;economie;881;Onderbanken;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;economie;899;Brunssum;3
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;economie;917;Heerlen;10
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;economie;935;Maastricht;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;economie;951;Nuth;4
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;economie;962;Schinnen;9
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;gedrag en maatschappij;917;Heerlen;3
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;gezondheidszorg;899;Brunssum;2
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;gezondheidszorg;917;Heerlen;2
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;gezondheidszorg;962;Schinnen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;onderwijs;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;techniek;881;Onderbanken;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;techniek;917;Heerlen;5
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;techniek;935;Maastricht;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25JX;HBO;techniek;951;Nuth;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;268;Nijmegen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;30GB;HBO;economie;855;Tilburg;2
16SL;0;917;HEERLEN;havo;diploma;ec/maat;30GB;HBO;economie;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;30GB;HBO;economie;962;Schinnen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;30GB;HBO;gedrag en maatschappij;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;30GB;HBO;onderwijs;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;30GB;HBO;onderwijs;951;Nuth;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat;30GB;HBO;onderwijs;962;Schinnen;3
16SL;0;917;HEERLEN;havo;diploma;cul/maat;25JX;HBO;economie;881;Onderbanken;1
16SL;0;917;HEERLEN;havo;diploma;cul/maat;25JX;HBO;economie;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;cul/maat;25JX;HBO;gedrag en maatschappij;899;Brunssum;2
16SL;0;917;HEERLEN;havo;diploma;cul/maat;25JX;HBO;gedrag en maatschappij;962;Schinnen;1
16SL;0;917;HEERLEN;havo;diploma;cul/maat;25JX;HBO;gezondheidszorg;962;Schinnen;1
16SL;0;917;HEERLEN;havo;diploma;cul/maat;25JX;HBO;techniek;962;Schinnen;1
16SL;0;917;HEERLEN;havo;diploma;cul/maat;28DN;HBO;gedrag en maatschappij;381;Bussum;1
16SL;0;917;HEERLEN;havo;diploma;cul/maat;30GB;HBO;economie;855;Tilburg;1
16SL;0;917;HEERLEN;havo;diploma;cul/maat;30GB;HBO;gedrag en maatschappij;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;cul/maat;30GB;HBO;onderwijs;962;Schinnen;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;21CW;HBO;landbouw en natuurlijke omgeving;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;25JX;HBO;economie;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;25JX;HBO;gezondheidszorg;899;Brunssum;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;25JX;HBO;onderwijs;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;25JX;HBO;techniek;881;Onderbanken;3
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;25JX;HBO;techniek;899;Brunssum;3
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;25JX;HBO;techniek;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;25JX;HBO;techniek;951;Nuth;2
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;25JX;HBO;techniek;962;Schinnen;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;30GB;HBO;onderwijs;772;Eindhoven;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;30GB;HBO;techniek;917;Heerlen;1
16SL;0;917;HEERLEN;havo;diploma;nat/tech & nat/gezond;30GB;HBO;techniek;962;Schinnen;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat & cul/maat;25JX;HBO;economie;899;Brunssum;1
16SL;0;917;HEERLEN;havo;diploma;ec/maat & cul/maat;25JX;HBO;economie;917;Heerlen;2
16SL;0;917;HEERLEN;havo;diploma;ec/maat & cul/maat;25JX;HBO;gedrag en maatschappij;917;Heerlen;1
16SL;0;917;HEERLEN;vwo;diploma;nat/tech;21PG;WO;techniek;962;Schinnen;1
16SL;0;917;HEERLEN;vwo;diploma;nat/tech;30GB;HBO;techniek;951;Nuth;1
16SL;0;917;HEERLEN;vwo;diploma;nat/gezond;21PJ;WO;gezondheidszorg;917;Heerlen;1
16SL;0;917;HEERLEN;vwo;diploma;nat/gezond;21PJ;WO;gezondheidszorg;962;Schinnen;1
16SL;0;917;HEERLEN;vwo;diploma;nat/gezond;30GB;HBO;gedrag en maatschappij;899;Brunssum;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PB;WO;taal en cultuur;603;Rijswijk;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;economie;899;Brunssum;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;economie;917;Heerlen;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;gedrag en maatschappij;899;Brunssum;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;gedrag en maatschappij;962;Schinnen;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;gezondheidszorg;917;Heerlen;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;recht;899;Brunssum;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PJ;WO;recht;962;Schinnen;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PL;WO;natuur;362;Amstelveen;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PM;WO;economie;268;Nijmegen;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PM;WO;gedrag en maatschappij;951;Nuth;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PN;WO;economie;855;Tilburg;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21PN;WO;gedrag en maatschappij;855;Tilburg;3
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;21UI;HBO;economie;758;Breda;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;25JX;HBO;gezondheidszorg;962;Schinnen;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;25JX;HBO;techniek;917;Heerlen;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;28DN;HBO;techniek;363;Amsterdam;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;30GB;HBO;economie;881;Onderbanken;1
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;30GB;HBO;economie;917;Heerlen;2
16SL;0;917;HEERLEN;vwo;diploma;ec/maat;30GB;HBO;economie;962;Schinnen;1
16SL;0;917;HEERLEN;vwo;diploma;cul/maat;21PJ;WO;gedrag en maatschappij;899;Brunssum;1
16SL;0;917;HEERLEN;vwo;diploma;cul/maat;21PJ;WO;gedrag en maatschappij;962;Schinnen;1
16SL;0;917;HEERLEN;vwo;diploma;cul/maat;21PK;WO;taal en cultuur;917;Heerlen;1
16SL;0;917;HEERLEN;vwo;diploma;cul/maat;25JX;HBO;gezondheidszorg;917;Heerlen;1
16SL;0;917;HEERLEN;vwo;diploma;cul/maat;30GB;HBO;onderwijs;962;Schinnen;1
