SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET HO (peildatum 1 oktober 2014);;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
16RF;0;758;BREDA;vwo;diploma;ec/maat & cul/maat;25KB;HBO;onderwijs;252;Heumen;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech;21RI;HBO;techniek;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech;28DN;HBO;techniek;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/gezond;21RI;HBO;techniek;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/gezond;21RI;HBO;techniek;575;Noordwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/gezond;27UM;HBO;onderwijs;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/gezond;27UM;HBO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/gezond;28DN;HBO;economie;546;Leiden;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/gezond;28DN;HBO;gezondheidszorg;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/gezond;28DN;HBO;techniek;546;Leiden;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/gezond;28DN;HBO;techniek;575;Noordwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;21RI;HBO;economie;579;Oegstgeest;3
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;21RI;HBO;gedrag en maatschappij;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;21RI;HBO;techniek;546;Leiden;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;22OJ;HBO;economie;599;Rotterdam;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;23KJ;HBO;onderwijs;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;25DW;HBO;economie;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;25DW;HBO;techniek;344;Utrecht;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;27PZ;HBO;economie;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;27UM;HBO;economie;537;Katwijk;2
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;27UM;HBO;economie;579;Oegstgeest;2
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;27UM;HBO;techniek;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;27UM;HBO;techniek;546;Leiden;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;27UM;HBO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;28DN;HBO;economie;546;Leiden;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;28DN;HBO;economie;579;Oegstgeest;2
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat;28DN;HBO;gedrag en maatschappij;575;Noordwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;cul/maat;21QA;HBO;taal en cultuur;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;cul/maat;21RI;HBO;gedrag en maatschappij;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;cul/maat;21RI;HBO;onderwijs;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;cul/maat;22OJ;HBO;gedrag en maatschappij;546;Leiden;1
16RH;0;579;OEGSTGEEST;havo;diploma;cul/maat;27PZ;HBO;economie;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech & nat/gezond;21RI;HBO;techniek;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech & nat/gezond;21RI;HBO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech & nat/gezond;22OJ;HBO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech & nat/gezond;27PZ;HBO;economie;363;Amsterdam;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech & nat/gezond;27UM;HBO;gezondheidszorg;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech & nat/gezond;27UM;HBO;techniek;537;Katwijk;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech & nat/gezond;27UM;HBO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech & nat/gezond;28DN;HBO;techniek;579;Oegstgeest;2
16RH;0;579;OEGSTGEEST;havo;diploma;nat/tech & nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;228;Ede;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat & cul/maat;27UM;HBO;economie;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;havo;diploma;ec/maat & cul/maat;28DN;HBO;economie;576;Noordwijkerhout;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PB;WO;gedrag en maatschappij;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PB;WO;gedrag en maatschappij;1525;Haarlemmermeer;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PB;WO;recht;1525;Haarlemmermeer;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PB;WO;sectoroverstijgend;518;s-Gravenhage;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PB;WO;sectoroverstijgend;638;Zoeterwoude;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PD;WO;gedrag en maatschappij;363;Amsterdam;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PD;WO;recht;344;Utrecht;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PD;WO;sectoroverstijgend;687;Middelburg;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PE;WO;gedrag en maatschappij;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PE;WO;gedrag en maatschappij;1525;Haarlemmermeer;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PF;WO;techniek;503;Delft;3
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PF;WO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PH;WO;techniek;153;Enschede;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PH;WO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PJ;WO;economie;935;Maastricht;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PK;WO;sectoroverstijgend;363;Amsterdam;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PL;WO;economie;518;s-Gravenhage;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PL;WO;economie;1916;Leidschendam-Voorburg;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PL;WO;gezondheidszorg;363;Amsterdam;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;21PN;WO;recht;855;Tilburg;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;22EX;HBO;economie;80;Leeuwarden;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;25DW;HBO;economie;629;Wassenaar;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;27UM;HBO;economie;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;nvt;27UM;HBO;techniek;394;Haarlemmermeer;1
16RH;0;579;OEGSTGEEST;vwo;geen diploma;ec/maat;27UM;HBO;economie;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech;21PF;WO;techniek;503;Delft;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech;21PF;WO;techniek;537;Katwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech;21PF;WO;techniek;575;Noordwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech;21PF;WO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech;21PL;WO;natuur;537;Katwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PB;WO;gedrag en maatschappij;537;Katwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PB;WO;gezondheidszorg;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PB;WO;natuur;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PB;WO;natuur;575;Noordwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PC;WO;natuur;14;Groningen;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PF;WO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PK;WO;gezondheidszorg;1731;Midden-Drenthe;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PK;WO;natuur;363;Amsterdam;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PK;WO;taal en cultuur;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;21PL;WO;gezondheidszorg;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;80;Leeuwarden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PB;WO;gedrag en maatschappij;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PB;WO;recht;1525;Haarlemmermeer;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PC;WO;economie;14;Groningen;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PD;WO;natuur;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PD;WO;recht;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PE;WO;economie;537;Katwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PE;WO;economie;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PE;WO;economie;599;Rotterdam;2
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PJ;WO;gedrag en maatschappij;935;Maastricht;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PL;WO;economie;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;21PL;WO;gedrag en maatschappij;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat;27UM;HBO;onderwijs;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21PB;WO;gedrag en maatschappij;579;Oegstgeest;2
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21PB;WO;natuur;537;Katwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21PB;WO;recht;537;Katwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21PB;WO;taal en cultuur;579;Oegstgeest;2
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21PC;WO;gedrag en maatschappij;14;Groningen;1
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21PD;WO;recht;344;Utrecht;2
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21PF;WO;techniek;503;Delft;1
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21PF;WO;techniek;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21PK;WO;gedrag en maatschappij;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;21RI;HBO;onderwijs;537;Katwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;cul/maat;22OJ;HBO;taal en cultuur;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PB;WO;gedrag en maatschappij;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PB;WO;natuur;579;Oegstgeest;2
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PC;WO;natuur;14;Groningen;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PD;WO;natuur;537;Katwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PD;WO;natuur;575;Noordwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PD;WO;natuur;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PE;WO;recht;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PE;WO;recht;599;Rotterdam;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;503;Delft;2
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;537;Katwijk;6
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;1525;Haarlemmermeer;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PK;WO;natuur;638;Zoeterwoude;1
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;363;Amsterdam;2
16RH;0;579;OEGSTGEEST;vwo;diploma;nat/tech & nat/gezond;21RI;HBO;techniek;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat & cul/maat;00MF;HBO;taal en cultuur;483;Alkemade;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat & cul/maat;21PB;WO;gedrag en maatschappij;579;Oegstgeest;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat & cul/maat;21PB;WO;taal en cultuur;363;Amsterdam;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat & cul/maat;21PB;WO;taal en cultuur;546;Leiden;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat & cul/maat;21PD;WO;recht;537;Katwijk;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat & cul/maat;21PD;WO;recht;1525;Haarlemmermeer;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat & cul/maat;21PK;WO;economie;363;Amsterdam;1
16RH;0;579;OEGSTGEEST;vwo;diploma;ec/maat & cul/maat;21PK;WO;taal en cultuur;546;Leiden;1
16RT;0;753;BEST;havo;geen diploma;nat/gezond;25KB;HBO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/tech;07GR;HBO;techniek;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/tech;21UI;HBO;economie;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/tech;30GB;HBO;techniek;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;nat/tech;30GB;HBO;techniek;846;Sint-Oedenrode;1
16RT;0;753;BEST;havo;diploma;nat/gezond;07GR;HBO;economie;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/gezond;07GR;HBO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/gezond;08OK;HBO;onderwijs;798;Hilvarenbeek;1
16RT;0;753;BEST;havo;diploma;nat/gezond;25KB;HBO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/gezond;30GB;HBO;economie;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;nat/gezond;30GB;HBO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/gezond;30GB;HBO;gedrag en maatschappij;772;Eindhoven;1
16RT;0;753;BEST;havo;diploma;nat/gezond;30GB;HBO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/gezond;30GB;HBO;gezondheidszorg;823;Oirschot;3
16RT;0;753;BEST;havo;diploma;nat/gezond;30GB;HBO;onderwijs;823;Oirschot;2
16RT;0;753;BEST;havo;diploma;nat/gezond;30GB;HBO;techniek;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat;07GR;HBO;economie;753;Best;4
16RT;0;753;BEST;havo;diploma;ec/maat;07GR;HBO;economie;823;Oirschot;11
16RT;0;753;BEST;havo;diploma;ec/maat;07GR;HBO;gedrag en maatschappij;823;Oirschot;3
16RT;0;753;BEST;havo;diploma;ec/maat;07GR;HBO;gedrag en maatschappij;846;Sint-Oedenrode;2
16RT;0;753;BEST;havo;diploma;ec/maat;07GR;HBO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat;07GR;HBO;taal en cultuur;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat;08OK;HBO;onderwijs;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat;21CW;HBO;landbouw en natuurlijke omgeving;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat;21CW;HBO;landbouw en natuurlijke omgeving;823;Oirschot;3
16RT;0;753;BEST;havo;diploma;ec/maat;21UI;HBO;economie;753;Best;3
16RT;0;753;BEST;havo;diploma;ec/maat;21UI;HBO;economie;758;Breda;1
16RT;0;753;BEST;havo;diploma;ec/maat;21UI;HBO;economie;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;ec/maat;22EX;HBO;economie;80;Leeuwarden;1
16RT;0;753;BEST;havo;diploma;ec/maat;25DW;HBO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat;25JX;HBO;economie;935;Maastricht;1
16RT;0;753;BEST;havo;diploma;ec/maat;25KB;HBO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat;30GB;HBO;economie;753;Best;4
16RT;0;753;BEST;havo;diploma;ec/maat;30GB;HBO;economie;823;Oirschot;3
16RT;0;753;BEST;havo;diploma;ec/maat;30GB;HBO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat;30GB;HBO;onderwijs;753;Best;2
16RT;0;753;BEST;havo;diploma;ec/maat;30GB;HBO;onderwijs;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;ec/maat;30GB;HBO;techniek;753;Best;2
16RT;0;753;BEST;havo;diploma;ec/maat;30GB;HBO;techniek;823;Oirschot;2
16RT;0;753;BEST;havo;diploma;cul/maat;07GR;HBO;economie;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;cul/maat;07GR;HBO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;havo;diploma;cul/maat;07GR;HBO;techniek;846;Sint-Oedenrode;1
16RT;0;753;BEST;havo;diploma;cul/maat;08OK;HBO;onderwijs;753;Best;2
16RT;0;753;BEST;havo;diploma;cul/maat;08OK;HBO;onderwijs;823;Oirschot;2
16RT;0;753;BEST;havo;diploma;cul/maat;30GB;HBO;economie;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;cul/maat;30GB;HBO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;havo;diploma;cul/maat;30GB;HBO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;havo;diploma;cul/maat;30GB;HBO;gezondheidszorg;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;07GR;HBO;techniek;753;Best;4
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;07GR;HBO;techniek;798;Hilvarenbeek;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;21CW;HBO;landbouw en natuurlijke omgeving;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;21MI;HBO;techniek;718;Vlissingen;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;21UI;HBO;techniek;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;21WN;HBO;techniek;93;Terschelling;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;25JX;HBO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;25KB;HBO;gezondheidszorg;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;30GB;HBO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;30GB;HBO;gezondheidszorg;753;Best;2
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;30GB;HBO;gezondheidszorg;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;30GB;HBO;onderwijs;753;Best;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;30GB;HBO;onderwijs;798;Hilvarenbeek;1
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;30GB;HBO;techniek;753;Best;5
16RT;0;753;BEST;havo;diploma;nat/tech & nat/gezond;30GB;HBO;techniek;823;Oirschot;3
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;07GR;HBO;economie;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;07GR;HBO;economie;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;07GR;HBO;economie;846;Sint-Oedenrode;1
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;07GR;HBO;gedrag en maatschappij;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;08OK;HBO;onderwijs;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;21UI;HBO;economie;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;30GB;HBO;economie;753;Best;1
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;30GB;HBO;economie;855;Tilburg;1
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;30GB;HBO;gedrag en maatschappij;823;Oirschot;1
16RT;0;753;BEST;havo;diploma;ec/maat & cul/maat;30GB;HBO;onderwijs;753;Best;1
16RT;0;753;BEST;vwo;diploma;nat/tech;21PD;WO;gedrag en maatschappij;344;Utrecht;1
16RT;0;753;BEST;vwo;diploma;nat/tech;21PG;WO;techniek;753;Best;1
16RT;0;753;BEST;vwo;diploma;nat/tech;21PM;WO;natuur;282;Ubbergen;1
16RT;0;753;BEST;vwo;diploma;nat/gezond;21PM;WO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;vwo;diploma;ec/maat;21PG;WO;techniek;753;Best;1
16RT;0;753;BEST;vwo;diploma;ec/maat;21PN;WO;economie;753;Best;4
16RT;0;753;BEST;vwo;diploma;ec/maat;21PN;WO;economie;823;Oirschot;1
16RT;0;753;BEST;vwo;diploma;ec/maat;21PN;WO;economie;855;Tilburg;1
16RT;0;753;BEST;vwo;diploma;ec/maat;21PN;WO;recht;753;Best;1
16RT;0;753;BEST;vwo;diploma;ec/maat;30GB;HBO;economie;823;Oirschot;1
16RT;0;753;BEST;vwo;diploma;cul/maat;21PL;WO;gedrag en maatschappij;362;Amstelveen;1
16RT;0;753;BEST;vwo;diploma;cul/maat;21PM;WO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;vwo;diploma;cul/maat;21PM;WO;gedrag en maatschappij;823;Oirschot;1
16RT;0;753;BEST;vwo;diploma;cul/maat;30GB;HBO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;vwo;diploma;cul/maat;30GB;HBO;gedrag en maatschappij;823;Oirschot;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PB;WO;gezondheidszorg;1672;Rijnwoude;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PB;WO;natuur;546;Leiden;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PC;WO;gezondheidszorg;14;Groningen;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PD;WO;natuur;753;Best;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PD;WO;recht;344;Utrecht;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PD;WO;sectoroverstijgend;344;Utrecht;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PF;WO;techniek;503;Delft;2
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PG;WO;techniek;753;Best;7
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;gezondheidszorg;753;Best;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PJ;WO;gezondheidszorg;935;Maastricht;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PL;WO;gezondheidszorg;362;Amstelveen;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PM;WO;gezondheidszorg;268;Nijmegen;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PM;WO;gezondheidszorg;823;Oirschot;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PM;WO;natuur;268;Nijmegen;2
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PM;WO;natuur;753;Best;2
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PN;WO;economie;846;Sint-Oedenrode;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;21PN;WO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;25JX;HBO;gezondheidszorg;935;Maastricht;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;25KB;HBO;onderwijs;753;Best;1
16RT;0;753;BEST;vwo;diploma;nat/tech & nat/gezond;30HD;HBO;landbouw en natuurlijke omgeving;80;Leeuwarden;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PD;WO;economie;344;Utrecht;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PD;WO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PD;WO;natuur;753;Best;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PD;WO;recht;823;Oirschot;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PD;WO;taal en cultuur;753;Best;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PJ;WO;economie;935;Maastricht;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PJ;WO;recht;935;Maastricht;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PM;WO;gedrag en maatschappij;753;Best;1
16RT;0;753;BEST;vwo;diploma;ec/maat & cul/maat;21PM;WO;taal en cultuur;753;Best;1
